,photoid,specid,ra,dec,z,dl,logstmass,logsfr,envflag
0,1237651736294391955,582143337230788608,181.324929,2.28954,0.019973,86.854,10.0564,-4.2384,1
1,1237651752937062500,582152408201717760,181.141789,1.801606,0.018682,81.162,10.4569,-3.9061,1
2,1237651735757455412,582155431858694144,181.120708,1.894091,0.021293,92.688,10.1042,-4.416,1
3,1237651753474064541,582142787474974720,181.339802,2.086312,0.021765,94.774,10.1821,-4.06,1
4,1237651752937193530,582135640649394176,181.407158,1.828207,0.020903,90.96,10.4599,-4.0177,1
5,1237651735220584539,580968234061162496,181.083323,1.567582,0.020822,90.604,10.8904,-3.4885,1
6,1237651754011000899,582221402556360704,181.497748,2.49824,0.020344,88.492,10.7749,-1.6414,1
7,1237651752936997041,582176047701714944,180.934899,1.835981,0.019331,84.02,10.2045,-4.137,1
8,1237651752936996907,582171924533110784,180.936012,1.695063,0.020134,87.565,10.6,-3.8473,1
9,1237651752937062404,582166976730785792,181.024997,1.846988,0.016378,71.028,10.4189,-3.9916,1
10,1237651735220715559,582160654538926080,181.419416,1.593481,0.020505,89.205,10.1443,-4.082,1
11,1237651735220715578,582160379661019136,181.419705,1.57505,0.019383,84.253,10.3314,-4.0906,1
12,1237651735757258766,580993522828601344,180.677878,1.952203,0.017262,74.911,10.1292,-4.1785,1
13,1237651735757389827,580983352346044416,180.906801,2.046947,0.018959,82.384,10.5195,-3.8261,1
14,1237651735757455411,580974281375115264,181.112774,1.895971,0.019719,85.732,11.2627,-3.1901,1
15,1237661384380776471,1792522861810837504,139.474256,33.838168,0.021333,92.861,10.0845,-3.9751,1
16,1237661384380776626,1792532482537580544,139.600982,33.867541,0.022041,95.994,10.2532,-3.9724,1
17,1237664870286098459,1792545126921299968,139.850695,33.624005,0.021147,92.042,10.7111,-3.5025,1
18,1237661384380907586,1792545401799206912,139.895133,33.888096,0.021441,93.341,10.1608,-4.2312,1
19,1237664870286098561,1792557496427112448,139.967874,33.649495,0.022226,96.817,10.0795,-4.3849,1
20,1237661816564482252,1912952922807756800,202.372116,11.624774,0.020833,90.651,10.4978,-3.3736,1
21,1237661949725114459,1913039509348444160,202.351081,11.797034,0.021551,93.826,10.3384,-0.131,1
22,1237662238551113804,2034657332360669184,210.43385,9.868381,0.022011,95.865,10.6104,-3.8474,1
23,1237662238014308394,2036844529440548864,210.547147,9.44011,0.020871,90.82,10.4793,-0.3448,1
24,1237662528986873936,1997391028025321472,201.214185,13.737847,0.022104,96.276,10.8279,-1.9868,1
25,1237662528986808444,1997408070455552000,200.96822,13.734282,0.021478,93.506,10.2843,-0.7713,1
26,1237662264314822783,2034640839686252544,210.469775,9.630371,0.022372,97.463,10.2864,-4.0774,1
27,1237662238551179321,2034660081139738624,210.561409,9.782288,0.022452,97.817,10.1945,-4.1536,1
28,1237662264315019315,2034662829918808064,210.921256,9.573504,0.022385,97.521,10.8588,-3.6178,1
29,1237667252945616923,2264257064253548544,194.235744,28.623376,0.021857,95.18,10.069,-4.2229,1
30,1237667444048593084,2522167038315620352,194.783102,27.854962,0.021927,95.491,10.2903,-4.069,1
31,1237667324334571645,2522172810751666176,194.932182,27.994683,0.022251,96.926,10.0412,-4.2661,1
32,1237667444048658654,2522176933920270336,194.935019,27.912455,0.022351,97.369,10.3196,-3.8511,1
33,1237667444585529470,2522186279769106432,194.990611,28.246664,0.022372,97.463,10.6945,-3.6998,1
34,1237667443511918698,2522024926437730304,195.20801,27.405782,0.021982,95.736,10.2574,-4.0025,1
35,1237667442974195941,2519772033521313792,193.073828,27.085542,0.020982,91.31,10.0912,-4.0968,1
36,1237667444048396291,2522138725891205120,194.178572,28.020451,0.020867,90.804,10.3946,-4.0738,1
37,1237667444048330864,2522145597838878720,194.124219,27.940003,0.022131,96.397,10.192,-4.0299,1
38,1237667324334964812,2523308337190168576,195.961654,27.988368,0.02118,92.185,10.2869,-4.0355,1
39,1237667444048723983,2523290745004124160,195.033862,27.976941,0.021502,93.609,11.3334,-3.0005,1
40,1237667444048723985,2523292669149472768,195.0754,27.956573,0.02124,92.453,10.2028,-4.3169,1
41,1237667322723827726,2523177220428556288,194.429308,26.852383,0.021254,92.513,10.0693,-4.1219,1
42,1237667324334702622,2523303939143657472,195.178132,27.971262,0.021255,92.52,10.4102,-3.9677,1
43,1237667324334637085,2523294593294821376,195.018502,27.987578,0.021253,92.507,10.3926,-4.1219,1
44,1237667322723696662,2523199760416925696,194.11606,26.98742,0.021496,93.582,10.8449,-3.4937,1
45,1237667323260305465,2523216253091342336,193.56678,27.303749,0.021476,93.496,10.4164,-4.0584,1
46,1237665440441892890,2523231921132038144,194.391192,28.482257,0.020874,90.835,10.6134,-3.8892,1
47,1237667323797373096,2523238243323897856,194.110933,27.830638,0.020911,90.996,10.2667,-4.2067,1
48,1237667323797635256,2523271228672731136,194.781212,27.767765,0.02122,92.362,10.1381,-4.2787,1
49,1237667444048724086,2523282773544822784,195.022925,27.807595,0.021926,95.487,10.1469,-4.3177,1
50,1237661126155436169,1792547600822462464,139.922535,33.738175,0.020334,88.446,10.427,-3.9578,1
51,1237661126155436148,1792547875700369408,139.86384,33.790927,0.019312,83.939,10.3226,-3.6978,1
52,1237661126155436166,1792554197892229120,139.939534,33.745016,0.017118,74.28,10.3745,-3.9858,1
53,1237667917027868675,2825038242414356480,177.376175,21.043453,0.021797,94.914,10.282,-3.953,1
54,1237668294450282607,2825043465094588416,177.754612,20.399326,0.021539,93.775,10.2668,-0.6708,1
55,1237667916491259988,2825048962652727296,178.127214,20.625459,0.02204,95.994,10.2353,-3.7369,1
56,1237667917028130864,2827145451449378816,178.083005,21.1023,0.022479,97.935,10.294,-3.928,1
57,1237668293375754263,2824959352455063552,175.823375,19.384027,0.02118,92.187,10.0787,-4.2306,1
58,1237668293912756343,2825009929989941248,176.085076,19.980868,0.021114,91.895,10.4227,-1.7292,1
59,1237668298738172011,2831769727477508096,178.235714,20.479097,0.021747,94.695,10.7622,-3.7619,1
60,1237667915416731695,2824948632216692736,176.194244,19.757879,0.021396,93.14,10.0846,-4.3526,1
61,1237668293375885336,2821527226892183552,176.208927,19.532844,0.020928,91.07,10.4907,-3.9533,1
62,1237667915953406062,2821634704153798656,175.688179,20.032314,0.021084,91.763,10.2275,-0.5596,1
63,1237667915416600680,2821641301223565312,175.904102,19.604647,0.021949,95.59,10.1585,-4.148,1
64,1237668293912756255,2821644324880541696,176.078949,19.844659,0.021254,92.514,10.4846,-3.9627,1
65,1237668293912690837,2821646249025890304,175.985111,19.894595,0.02102,91.481,10.8129,-3.514,1
66,1237667915953602569,2821655045118912512,176.127332,20.076669,0.022409,97.625,10.424,-3.9007,1
67,1237667915416731797,2821658618531702784,176.270912,19.606341,0.021596,94.026,10.9836,-3.438,1
68,1237662238014439648,2034650185535088640,210.779766,9.363041,0.020008,87.009,10.2916,-0.8372,1
69,1237667916491325445,2831741964808906752,178.17756,20.6313,0.022213,96.758,11.0216,-3.4481,1
70,1237668294449627154,2821674286572398592,176.068697,20.216869,0.022451,97.814,10.4078,-4.068,1
71,1237668299275174062,2831751585535649792,178.476512,20.749648,0.021254,92.513,10.2551,-2.1751,1
72,1237667917028261920,2831752959925184512,178.335945,21.021501,0.02202,95.902,10.3454,-3.7399,1
73,1237668298738106470,2831754059436812288,177.95174,20.457706,0.022061,96.082,10.0414,-2.8407,1
74,1237668293912690764,2825001683652732928,176.008997,19.971917,0.021093,91.801,10.4894,-3.9712,1
75,1237668299276026012,2936469627653351424,180.641587,20.81548,0.022256,96.946,10.2065,-3.9438,1
76,1237667915955568662,2936488869106837504,181.025699,20.235083,0.021062,91.667,10.961,-3.5115,1
77,1237668298739548224,2936510584461486080,181.45866,20.476982,0.022485,97.964,10.7712,-2.3966,1
78,1237668298202415311,2937569689070495744,180.963762,20.052796,0.022238,96.867,10.0165,-0.3038,1
79,1237668298202415133,2937571888093751296,180.848209,20.022101,0.021431,93.297,10.1081,-0.9403,1
80,1237667915955568665,2937581233942587392,181.057656,20.209702,0.021796,94.912,10.3972,-3.5002,1
81,1237667917028130910,2829443160218822656,177.999308,21.108431,0.022133,96.403,10.2018,-0.1953,1
82,1237668293375951070,2824934613443438592,176.374752,19.44469,0.02127,92.585,10.5691,-3.5524,1
83,1237668293375950860,2824935712955066368,176.232648,19.49381,0.021239,92.449,10.1245,-4.2533,1
84,1237662264314822691,2034639465296717824,210.442008,9.490279,0.020788,90.453,10.5217,-3.7895,1
85,1237662264314822814,2034639740174624768,210.486097,9.533497,0.018925,82.233,10.0925,-3.9497,1
86,1237662237477437668,2036830235789387776,210.496891,8.937691,0.019713,85.708,10.7794,-3.6246,1
87,1237662263778017520,2036834358957991936,210.637204,9.079725,0.020085,87.35,10.0339,-0.9661,1
88,1237662238014373973,2036857448702175232,210.702599,9.341376,0.019716,85.721,10.8901,-3.5968,1
89,1237662264315019605,2036864045771941888,210.846429,9.448085,0.015454,66.972,10.0004,-2.3469,1
90,1237662237477568591,2034522642186266624,210.803297,8.895595,0.018093,78.567,10.2517,-4.0049,1
91,1237664091822489611,2167515706164275200,124.395837,20.903065,0.01558,67.525,10.476,-3.9617,1
92,1237674371291152739,2167519279577065472,124.623095,20.761389,0.01606,69.633,10.3261,-0.5951,1
93,1237664836462116972,2167525601768925184,124.753547,20.936983,0.015345,66.498,10.0087,-4.2141,1
94,1237664836462248406,2169670473976145920,125.045073,21.068969,0.017352,75.309,10.076,-4.0541,1
95,1237664836462182453,2169673222755215360,124.966214,20.984978,0.016288,70.634,10.6211,-3.6828,1
96,1237664836462182621,2169680919336609792,124.908061,21.114402,0.018477,80.259,10.7169,-0.461,1
97,1237664835925442594,2169653981301729280,125.338059,20.867483,0.01707,74.068,10.3496,-3.9749,1
98,1237664836462248240,2169660303493588992,125.098568,21.131483,0.016886,73.259,10.7931,-3.5128,1
99,1237674371291414552,2169662502516844544,125.148698,21.067794,0.015041,65.162,10.9469,-3.4648,1
100,1237665440978960466,2264223804026808320,194.912997,28.895524,0.020394,88.711,10.5752,-1.4304,1
101,1237665440978960400,2264225178416343040,194.915773,28.926555,0.020093,87.382,10.3284,-3.8991,1
102,1237667442437193772,2519781104492242944,192.610827,26.708978,0.018699,81.234,10.0915,-4.3272,1
103,1237667323797110836,2522125531751671808,193.407825,27.784304,0.017084,74.128,10.0627,-4.287,1
104,1237667323797504055,2522152194908645376,194.386816,27.610347,0.020128,87.538,10.5956,-3.8451,1
105,1237667444048658616,2522164564414457856,194.878434,27.884207,0.01571,68.097,10.0858,-4.2247,1
106,1237667444048592910,2522168137827248128,194.703029,27.810435,0.019744,85.845,10.3394,-4.0361,1
107,1237667443511853161,2523163476533209088,195.079594,27.553721,0.019641,85.39,10.0397,-4.3654,1
108,1237667322723500153,2523212129922738176,193.653417,26.934868,0.019778,85.993,10.0611,-3.9084,1
109,1237667442974326814,2523223399916922880,193.317123,27.094432,0.020543,89.369,10.4653,-3.7511,1
110,1237667323797635203,2523269854283196416,194.717063,27.785051,0.018857,81.93,10.0535,-4.1584,1
111,1237667444048593040,2523279200132032512,194.813531,27.970726,0.016083,69.733,10.0525,-4.349,1
112,1237667324334702748,2523287446469240832,195.226909,28.007634,0.016623,72.102,10.5427,-3.8565,1
113,1237667444048855053,2523304488899471360,195.35885,27.885973,0.018252,79.267,10.7571,-3.6506,1
114,1237667444048855141,2524359195159980032,195.382518,27.8475,0.018225,79.147,10.4644,-4.0024,1
115,1237667324334899265,2524369640520443904,195.753649,28.032474,0.017937,77.881,10.5142,-3.8679,1
116,1237667324334964782,2524380635636721664,195.937274,28.084217,0.018766,81.533,10.2004,-4.1741,1
117,1237667324334571534,2523256660143663104,194.832832,28.084296,0.015277,66.197,10.3666,-4.0153,1
118,1237667324334637152,2523262982335522816,195.061433,28.041297,0.01912,83.092,10.0166,-4.2056,1
119,1237667444585595001,2523263532091336704,195.128197,28.346364,0.019866,86.38,10.4844,-3.92,1
120,1237667444048724247,2523283323300636672,195.02621,27.775764,0.020608,89.658,10.0537,-4.3153,1
121,1237667324334702646,2523285797201799168,195.203326,28.158343,0.01937,84.193,10.596,-3.7896,1
122,1237667324334768181,2523300365730867200,195.445896,28.095001,0.019352,84.115,10.3037,-4.1666,1
123,1237667324334899203,2523309436701796352,195.684985,28.045338,0.020763,90.345,10.4256,-3.9918,1
124,1237667444585791502,2523309986457610240,195.589669,28.23077,0.018575,80.69,10.0782,-4.0384,1
125,1237667324334899420,2523310811091331072,195.817685,28.030404,0.020318,88.376,10.237,-3.5254,1
126,1237667444585922740,2524382284904163328,196.042282,28.247952,0.0198,86.093,10.2734,-3.9772,1
127,1237667322724024401,2522022452536567808,195.014696,26.898107,0.019764,85.931,10.4819,-3.1915,1
128,1237667443511787541,2522034547164473344,194.807102,27.402569,0.018862,81.956,10.1325,-4.2246,1
129,1237667442974130339,2522087598600513536,192.824704,27.106156,0.018835,81.835,10.17,-3.6845,1
130,1237667444048461861,2522149995885389824,194.450278,27.883057,0.019532,84.909,10.1013,-4.1429,1
131,1237667443511591025,2522150820519110656,194.357668,27.546134,0.018571,80.673,10.0182,-4.3312,1
132,1237667444048527399,2522154943687714816,194.590959,27.96778,0.020053,87.209,10.3341,-3.9125,1
133,1237667444048658523,2522170336850503680,194.886634,27.9836,0.019428,84.448,10.2612,-4.0781,1
134,1237667915953405994,2821634154397984768,175.746104,20.086884,0.020078,87.317,10.2453,-4.0597,1
135,1237668293912690907,2821646523903797248,175.998219,19.778967,0.018706,81.268,10.0503,-3.7703,1
136,1237668293912821786,2821665215601469440,176.266164,19.973678,0.016883,73.246,10.6332,-3.8525,1
137,1237668293912690766,2824999209751570432,176.00898,19.949825,0.020796,90.49,11.1501,-3.3004,1
138,1237667915953537163,2825000584141105152,176.022766,19.99609,0.018843,81.872,10.2557,-4.0504,1
139,1237668293913084118,2825023673885288448,176.913935,19.939371,0.020511,89.231,10.2393,-4.0561,1
140,1237667915416797264,2821676760473561088,176.442108,19.773759,0.017954,77.956,10.7659,-3.7108,1
141,1237667915416862832,2821677585107281920,176.525758,19.790224,0.018884,82.051,10.1148,-4.2427,1
142,1237667915955634275,2937582608332122112,181.135468,20.204938,0.020693,90.036,10.5037,-3.7636,1
143,1237668293376016421,2821515132264278016,176.494802,19.529018,0.01831,79.522,10.1803,-4.0397,1
144,1237668294987415615,2831738116518209536,178.334659,20.751715,0.020701,90.067,10.658,-0.1132,1
145,1237667915953274946,2824978319030642688,175.450143,20.10372,0.019123,83.104,10.7938,-3.5928,1
146,1237667915953340609,2824979693420177408,175.602044,20.119294,0.019961,86.802,10.359,0.0217,1
147,1237668293912756257,2825014877792266240,176.086439,19.825921,0.018489,80.312,10.1822,-4.0669,1
148,1237668293913018464,2825025598030637056,176.773329,19.837194,0.01943,84.459,10.8423,-3.6052,1
149,1237667916492374071,2936493267153348608,180.823354,20.636999,0.020782,90.428,10.3897,-3.4055,1
150,1237667324334571535,2523255560632035328,194.881004,28.046599,0.023075,100.579,10.156,-4.207,1
151,1237661949725114456,1913040333982164992,202.353987,11.781475,0.0234,102.021,10.5483,-3.8887,1
152,1237667323260502019,2522070831048189952,193.922068,27.250765,0.023651,103.133,10.6421,-3.7928,1
153,1237667443511525379,2522147247106320384,194.142438,27.538955,0.023656,103.157,10.3064,-4.0072,1
154,1237667324334440484,2522161815635388416,194.625853,28.014753,0.023838,103.962,10.5152,-3.8288,1
155,1237667324334637285,2522185730013292544,195.037978,28.170392,0.022523,98.132,10.1771,-4.2863,1
156,1237667443511590950,2523188765300647936,194.399388,27.493235,0.024387,106.401,10.6345,-3.748,1
157,1237667324334702605,2523267105504126976,195.161501,28.014526,0.025353,110.695,10.2354,-4.1736,1
158,1237661949725114420,1913038684714723328,202.305727,11.936952,0.023666,103.199,10.2979,-4.0347,1
159,1237667443511656567,2522048840815634432,194.506495,27.489666,0.025431,111.04,10.2848,-3.9563,1
160,1237665440442351629,2264201538916345856,195.536084,28.387108,0.025267,110.311,10.5227,-3.5111,1
161,1237667444585070671,2522127455897020416,193.723678,28.416977,0.024612,107.401,10.2128,-3.4228,1
162,1237667323797307576,2522131853943531520,193.865804,27.656122,0.023409,102.06,10.4904,-3.893,1
163,1237667324334702869,2522185455135385600,195.170195,27.996604,0.023639,103.077,10.2713,-4.0884,1
164,1237667324334833744,2524356996136724480,195.660181,28.114571,0.024884,108.61,10.2786,-4.0093,1
165,1237668293912690932,2824947532705064960,176.013374,19.80109,0.026635,116.403,10.1389,-4.1497,1
166,1237667781220892830,2825027247298078720,177.114514,21.156635,0.02272,99.002,10.3069,-0.7719,1
167,1237667915955568770,2936486120327768064,181.039203,20.347938,0.024542,107.09,11.0418,-3.423,1
168,1237668298739351591,2937578485163517952,181.047063,20.40984,0.023917,104.311,11.0329,-3.4521,1
169,1237667322722910211,2519810791306192896,192.038723,26.939179,0.022978,100.147,10.2107,-2.9404,1
170,1237665440978829317,2264232600119830528,194.555544,28.948098,0.025557,111.602,10.3525,-3.9409,1
171,1237667324334637086,2523295692806449152,195.026606,28.004117,0.024246,105.774,10.0862,-4.1375,1
172,1237667916492636295,2936507011048695808,181.51564,20.605578,0.025743,112.431,10.8352,0.2512,1
173,1237665440441892891,2264247168648898560,194.383143,28.476943,0.022568,98.329,11.0217,-3.4108,1
174,1237668298739613904,2936519930310322176,181.665491,20.456603,0.024274,105.899,10.0184,-0.375,1
175,1237667442974392369,2522076878362142720,193.522992,27.068617,0.025214,110.075,10.4378,-3.8524,1
176,1237665427553255498,2264194117212858368,195.790569,28.583521,0.02283,99.49,10.3529,-3.9091,1
177,1237667442974785715,2522044167891216384,194.486076,27.037504,0.024718,107.873,10.109,-2.5775,1
178,1237667324334440523,2523245115271571456,194.651453,28.113734,0.022695,98.895,10.4149,-4.021,1
179,1237667323797635139,2523272053306451968,194.697503,27.674716,0.027962,122.325,10.6986,-3.7153,1
180,1237667324334768238,2524355896625096704,195.48989,28.005836,0.025749,112.456,10.9267,-1.3962,1
181,1237667915416666146,2824948357338785792,176.031865,19.737527,0.025859,112.947,10.3087,-4.0239,1
182,1237661949725114453,1912949074517059584,202.336075,11.740049,0.023429,102.148,10.0455,-4.3586,1
183,1237665440978698320,2264255140108199936,194.210894,28.929832,0.026997,118.017,10.2528,-3.4862,1
184,1237667915953537031,2821644050002634752,175.995664,20.077013,0.024547,107.112,10.4446,0.129,1
185,1237667323260370980,2523215428457621504,193.729866,27.412702,0.026155,114.266,11.123,-3.1304,1
186,1237667915416535202,2824955504164366336,175.758951,19.649729,0.023244,101.327,10.4327,-3.5751,1
187,1237651752937062647,582152683079624704,181.079159,1.848392,0.023836,103.955,10.4222,-3.735,1
188,1237667443511590951,2522057911786563584,194.400551,27.484812,0.024131,105.261,10.1287,-4.2371,1
189,1237667444585791665,2523307237678540800,195.590233,28.255979,0.022721,99.01,10.2644,-3.7477,1
190,1237667324334374925,2523233570399479808,194.368464,28.176427,0.02725,119.144,10.3837,-4.019,1
191,1237661816564416522,1912968590848452608,202.173602,11.608507,0.024399,106.455,10.5873,-3.826,1
192,1237667322723696663,2522061760077260800,194.12138,26.956999,0.023498,102.454,10.4877,-3.5486,1
193,1237667324334964901,2524367166619281408,195.855544,28.013994,0.026544,115.997,10.0961,-4.1668,1
194,1237665440979026019,2264227377439598592,195.058355,28.828164,0.024474,106.789,10.3918,-3.9464,1
195,1237667444048658532,2522176659042363392,194.898771,27.959263,0.023909,104.276,11.3187,-3.1231,1
196,1237667444048658522,2523275351841335296,194.874842,27.956428,0.022667,98.771,10.4275,-4.0504,1
197,1237667253482618902,2264230401096574976,194.575995,29.128783,0.026327,115.03,10.322,-1.9538,1
198,1237667444048658635,2523282223789008896,194.90795,27.907319,0.026711,116.742,10.3829,-4.0014,1
199,1237667444048789588,2523305038655285248,195.233589,27.790852,0.026594,116.221,11.0096,-3.0958,1
200,1237667444048789764,2524361119305328640,195.323316,27.809071,0.02435,106.238,10.6351,-3.77,1
201,1237668293375950973,2824932689298089984,176.373409,19.400163,0.024946,108.887,10.9341,-3.5204,1
202,1237668299275173899,2831753509680998400,178.423673,20.882499,0.023199,101.127,10.8761,-3.5845,1
203,1237661126155436101,1792544302287579136,139.843496,33.742771,0.026546,116.007,10.5578,-3.6853,1
204,1237667323797372988,2523205257975064576,194.082453,27.751027,0.022975,100.135,10.3492,-4.0835,1
205,1237667733969043477,2827155347054028800,177.712844,21.389645,0.02645,115.578,10.673,-3.6403,1
206,1237667916491128849,2825044014850402304,177.714425,20.496899,0.023126,100.805,10.5539,-3.8599,1
207,1237664870285967397,1792534681560836096,139.579162,33.556961,0.023889,104.19,10.3892,-3.9013,1
208,1237667915955699979,2937592229058865152,181.366301,20.308748,0.024356,106.262,10.6831,-1.0374,1
209,1237667781221154929,2829456079480449024,177.719623,21.168966,0.025641,111.977,10.0211,-0.3339,1
210,1237651752937062499,582153507713345536,181.15856,1.787718,0.023511,102.51,11.0406,-3.0256,1
211,1237661384380907727,1792555572281763840,139.991084,33.927425,0.024308,106.048,10.6438,-3.5963,1
212,1237668293913149457,2825035218757380096,177.014047,20.006336,0.024126,105.241,10.5181,-3.8639,1
213,1237667324334178423,2522128280530741248,193.949254,28.256103,0.027009,118.072,10.2517,-4.0941,1
214,1237667322723958800,2523168974091347968,194.757609,26.815656,0.023865,104.081,10.8226,-3.5739,1
215,1237667444048658609,2523276726230870016,194.872526,27.850157,0.022645,98.669,10.3036,-4.0847,1
216,1237667444048724328,2523291294759938048,195.118294,27.972391,0.025735,112.395,10.1729,-4.1078,1
217,1237668293912756409,2821656419508447232,176.197699,19.876381,0.026077,113.918,10.3324,-3.9965,1
218,1237667917029179472,2975787884121974784,180.655769,21.159229,0.024944,108.878,10.6326,-3.8397,1
219,1237667324334374981,2523240992102967296,194.452788,28.180438,0.024113,105.183,10.2219,-4.063,1
220,1237667444048724135,2522187379280734208,195.165671,27.923934,0.025015,109.193,10.5399,-3.8915,1
221,1237664289935261842,1997392127536949248,201.100765,13.937515,0.022773,99.24,10.4182,-0.5487,1
222,1237667324334571728,2523257209899476992,194.983379,28.034715,0.027188,118.87,10.6115,-3.6781,1
223,1237667444048592948,2523271778428545024,194.733085,27.833372,0.025103,109.582,10.3765,-0.5509,1
224,1237667915953602673,2821655869752633344,176.13383,20.106599,0.024021,104.773,10.0836,0.4656,1
225,1237667253482487860,2264241396212852736,194.256748,29.062621,0.025027,109.246,10.457,-4.0158,1
226,1237667324334637140,2522185180257478656,195.053597,28.075496,0.025033,109.272,10.1217,-4.1855,1
227,1237667444585660575,2523298716463425536,195.344907,28.196036,0.025362,110.736,10.1767,-4.1002,1
228,1237667444585922609,2523306962800633856,195.958124,28.185734,0.023235,101.287,10.8634,-3.3844,1
229,1237667322722975777,2519804194236426240,192.260475,26.89313,0.024591,107.306,10.2124,-4.0165,1
230,1237651735757389988,582164502829623296,180.975935,1.89126,0.024436,106.62,10.1125,-0.875,1
231,1237667444048265289,2522133228333066240,193.954174,27.905863,0.023127,100.809,10.0126,-4.2772,1
232,1237667444048527371,2522152744664459264,194.514624,27.814948,0.023775,103.681,10.1557,-4.0866,1
233,1237667324334506149,2522173635385387008,194.807989,28.076243,0.026047,113.782,10.3168,-3.8814,1
234,1237667917029179609,2975777163883603968,180.701691,21.145508,0.023391,101.981,10.0825,-2.5434,1
235,1237661383844102154,1792577562514319360,140.191084,33.704513,0.023115,100.757,10.2142,-4.0945,1
236,1237665428089995273,2264211984276809728,195.390003,29.130591,0.024531,107.042,10.9415,-3.4616,1
237,1237667444048330789,2522134602722600960,194.041251,27.844264,0.025257,110.269,10.3321,-4.1071,1
238,1237667324334440570,2522163739780737024,194.557509,28.182545,0.023951,104.466,10.1378,-4.1627,1
239,1237667444585201702,2523232470887852032,194.146631,28.275457,0.024334,106.166,10.129,-4.1217,1
240,1237667444585332850,2523243740882036736,194.523282,28.242591,0.023988,104.63,10.5319,-0.2137,1
241,1237667444048592990,2523270678916917248,194.775094,27.996698,0.025575,111.682,10.4768,-3.9287,1
242,1237665428089864334,2264219680858204160,195.164792,29.019407,0.024246,105.773,10.4499,-3.4073,1
243,1237668299276484677,2937586456622819328,181.714072,20.818728,0.024275,105.904,10.4882,-2.5921,1
244,1237665441516027964,2264331281288423424,195.517499,29.253455,0.024315,106.082,10.6669,-3.6504,1
245,1237667253482487930,2264240296701224960,194.297487,29.045082,0.024955,108.926,10.7558,-3.3123,1
246,1237667324334899374,2524372114421606400,195.735715,28.070394,0.025885,113.062,10.2065,-4.0356,1
247,1237667442437193733,2519794573509683200,192.556086,26.776081,0.023638,103.077,10.274,-4.1773,1
248,1237667444048986134,2523314934259935232,195.719752,27.866594,0.027386,119.754,10.4342,-3.8793,1
249,1237667916492242957,2936472101554513920,180.481208,20.747889,0.024091,105.086,10.4391,-3.9358,1
250,1237662528986742874,1997409169967179776,200.878294,13.772867,0.024168,105.429,10.0391,-2.6618,1
251,1237667443511853192,2523161552387860480,195.111897,27.515591,0.025951,113.357,10.0888,-4.0699,1
252,1237667443511394328,2523204158463436800,193.871236,27.521436,0.023271,101.448,10.7617,-3.7276,1
253,1237667323797635092,2522158791978412032,194.646608,27.596409,0.025644,111.989,10.6632,0.0836,1
254,1237667324334702681,2523290195248310272,195.202695,28.090736,0.023242,101.317,10.5762,-3.6322,1
255,1237667917028065309,2827153148030773248,177.927182,21.002726,0.023511,102.513,10.5882,-3.7806,1
256,1237668293912821935,2825020100472498176,176.311898,19.845539,0.025772,112.56,10.5878,-3.6889,1
257,1237661383843905652,1792567117153855488,139.900148,33.428329,0.023503,102.475,10.4763,-4.0193,1
258,1237667442436997131,2519803919358519296,192.100295,26.857899,0.024686,107.73,10.6851,-3.7554,1
259,1237667443511590952,2522059011298191360,194.351489,27.497816,0.024478,106.807,11.2318,-3.2801,1
260,1237667324334637131,2522182156600502272,195.033291,28.078567,0.024141,105.306,10.3073,-4.041,1
261,1237667323797700611,2523275901597149184,194.806238,27.774592,0.022767,99.212,10.2392,-4.0474,1
262,1237667915416600582,2821641026345658368,175.817609,19.748737,0.025026,109.24,10.5834,-3.854,1
263,1237667915955568964,2937580409308866560,181.039463,20.184582,0.025417,110.979,10.1944,-0.7232,1
264,1237667917029179429,2975787059488253952,180.575349,21.011082,0.025579,111.701,10.1597,0.6909,1
265,1237667323797635257,2523272603062265856,194.784166,27.784118,0.023448,102.231,10.5502,-3.8275,1
266,1237661384380776528,1792531932781766656,139.646772,33.867967,0.024025,104.793,10.2441,-1.1826,1
267,1237667323797307493,2523217077725063168,193.854377,27.798036,0.024573,107.225,10.6131,-3.8172,1
268,1237668299276091526,2936494641542883328,180.779585,20.805432,0.023752,103.58,10.6112,-3.8043,1
269,1237667444585070621,2264268609125640192,193.844046,28.46789,0.023418,102.1,10.0014,-4.3588,1
270,1237668298739679287,2936517731287066624,181.827066,20.583674,0.02446,106.725,10.1723,0.1051,1
271,1237667916491456515,2831778798448437248,178.498643,20.572529,0.022562,98.305,10.5042,-3.8425,1
272,1237661384380842185,1792546501310834688,139.829206,33.880796,0.023315,101.641,10.2922,-3.378,1
273,1237664289935261729,1997399824118343680,201.04176,13.97654,0.022968,100.102,11.1808,-3.3052,1
274,1237667444048789589,2522191502449338368,195.225501,27.783704,0.027676,121.047,10.0381,-4.211,1
275,1237667322723827758,2523178594818091008,194.513194,26.915963,0.02738,119.725,10.2946,-3.9577,1
276,1237667324334637189,2523267655259940864,195.09223,28.047007,0.027271,119.24,10.4126,-3.8981,1
277,1237667323797962850,2524387782462302208,195.532831,27.648298,0.023012,100.298,10.0084,0.0634,1
278,1237665428089995515,2264207586230298624,195.430723,29.044659,0.02373,103.483,10.6946,-3.6008,1
279,1237665440979025953,2264218856224483328,195.10686,28.867807,0.02258,98.382,10.2651,-4.009,1
280,1237665440441892998,2264245794259363840,194.474743,28.499807,0.02436,106.281,10.0079,-4.2174,1
